kontostand,dauer,kredithistorie,zweck,kreditbetrag,ersparnisse,beschaeftigt_seit,rate_vs_einkommen,geschlecht,mitschuldner,meldeadresse_seit,vermoegen,alter,verpflichtungen,wohnung,bestehende_kredite,job,unterhaltspflichtig,telefon,ergebnis,status
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,385,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,3,unbekannt / kein Vermoegen,58,keine,Eigentum,4,ungelernt / angestellt,1,ja,1,single
unter 200 DM,24,Bestehender Kredit wird puenktlich bedient,Neuwagen,1965,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,weiblich,keine,4,Auto,42,keine,Miete,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,1572,ueber 1.000,laenger als 7 Jahre,4,weiblich,keine,4,unbekannt / kein Vermoegen,36,Bank,Eigentum,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,2718,weniger als 100,zwischen 1 und 4 Jahren,3,weiblich,keine,4,Immobilien,20,keine,Miete,1,ungelernt / angestellt,1,ja,2,single
im Dispo,24,keine Kredite/puenktliche Zahlung,Anderes,1358,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,3,Auto,40,Laden,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
unter 200 DM,6,keine Kredite/puenktliche Zahlung,Neuwagen,931,zwischen 100 und 500,weniger als 1 Jahr,1,weiblich,keine,1,Immobilien,32,Laden,Eigentum,1,ungelernt / angestellt,1,nein,2,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1442,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,4,Auto,23,keine,Miete,2,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,4241,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,Eigentum,3,ungelernt / angestellt,1,ja,2,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2775,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,2,Immobilien,31,Bank,Eigentum,2,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,24,Bestehender Kredit wird puenktlich bedient,Geschaeft,3863,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,2,unbekannt / kein Vermoegen,32,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,7,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2329,weniger als 100,weniger als 1 Jahr,1,weiblich,Buerge,1,unbekannt / kein Vermoegen,45,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,918,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,1,Immobilien,30,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,24,keine Kredite/puenktliche Zahlung,Ausbildung,1837,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,4,unbekannt / kein Vermoegen,34,Bank,kostenlos,1,ungelernt / angestellt,1,nein,2,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3349,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,2,Auto,28,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
mehr als 200 DM,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1275,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,2,Immobilien,23,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,24,keine Kredite/puenktliche Zahlung,Moebel,2828,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,22,Laden,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,4526,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,unbekannt / kein Vermoegen,74,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2671,zwischen 100 und 500,zwischen 1 und 4 Jahren,4,weiblich,weiterer Kreditnehmer,4,unbekannt / kein Vermoegen,50,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2051,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,1,unbekannt / kein Vermoegen,33,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,1300,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,45,Bank,kostenlos,1,Facharbeiter / Beamter,2,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Haushaltsgeraete,741,zwischen 100 und 500,arbeitslos,4,weiblich,keine,3,Immobilien,22,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
mehr als 200 DM,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1240,zwischen 100 und 500,laenger als 7 Jahre,1,weiblich,keine,4,unbekannt / kein Vermoegen,48,keine,kostenlos,1,ungelernt / angestellt,2,nein,2,single
im Dispo,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3357,ueber 1.000,weniger als 1 Jahr,4,weiblich,keine,2,Auto,29,Bank,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,24,keine Kredite/puenktliche Zahlung,Gebrauchtwagen,3632,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,Buerge,4,Auto,22,Bank,Miete,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Bestehender Kredit wird puenktlich bedient,Moebel,1808,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,1,unbekannt / kein Vermoegen,22,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,48,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,12204,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,48,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,60,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,9157,unbekannt / kein Konto,zwischen 1 und 4 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,27,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
im Dispo,6,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,3676,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,3,unbekannt / kein Vermoegen,37,keine,Miete,3,Facharbeiter / Beamter,2,nein,1,single
unter 200 DM,30,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3441,zwischen 100 und 500,zwischen 1 und 4 Jahren,2,weiblich,weiterer Kreditnehmer,4,Auto,21,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,640,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,49,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,geschieden / getrennt
unter 200 DM,21,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,3652,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,3,Immobilien,27,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1530,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,Immobilien,32,Bank,Eigentum,2,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,3914,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,38,Bank,Eigentum,1,Facharbeiter / Beamter,1,nein,2,geschieden / getrennt
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1858,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,1,Auto,22,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2600,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,65,keine,kostenlos,2,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1979,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,2,Auto,35,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
mehr als 200 DM,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2116,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,41,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,9,keine Kredite/puenktliche Zahlung,Neuwagen,1437,zwischen 100 und 500,zwischen 4 und 7 Jahren,2,maennlich,keine,3,unbekannt / kein Vermoegen,29,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,42,Kritisches Konto / Kredite bei anderer Bank,Moebel,4042,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,3832,unbekannt / kein Konto,laenger als 7 Jahre,1,maennlich,keine,4,unbekannt / kein Vermoegen,64,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3660,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,4,Auto,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,keine Kredite/puenktliche Zahlung,Moebel,1553,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,3,Auto,44,Bank,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1444,unbekannt / kein Konto,weniger als 1 Jahr,4,maennlich,keine,1,Immobilien,23,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1980,weniger als 100,weniger als 1 Jahr,2,weiblich,weiterer Kreditnehmer,2,Auto,19,keine,Miete,2,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1355,weniger als 100,weniger als 1 Jahr,3,weiblich,keine,4,Auto,25,keine,Eigentum,1,ungelernt / angestellt,1,ja,2,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,1393,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Immobilien,47,Bank,Eigentum,3,Facharbeiter / Beamter,2,ja,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1376,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,4,weiblich,keine,1,Auto,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,60,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,15653,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,4,Auto,21,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1493,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,3,Auto,34,keine,Eigentum,1,Facharbeiter / Beamter,2,nein,1,single
im Dispo,42,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,4370,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,2,Immobilien,26,Bank,Eigentum,2,Facharbeiter / Beamter,2,ja,2,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,750,weniger als 100,arbeitslos,4,weiblich,keine,1,unbekannt / kein Vermoegen,27,keine,Eigentum,1,ungelernt/nicht angestellt,1,nein,2,single
unter 200 DM,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Reparaturen,1308,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,38,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,4623,zwischen 100 und 500,zwischen 1 und 4 Jahren,3,maennlich,keine,2,Immobilien,40,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1851,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,Buerge,2,Auto,33,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
im Dispo,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1880,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,1,Immobilien,32,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,verheiratet / verwitwet
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Geschaeft,7980,unbekannt / kein Konto,weniger als 1 Jahr,4,maennlich,keine,4,Auto,27,keine,Miete,2,Facharbeiter / Beamter,1,ja,2,single
im Dispo,30,Kritisches Konto / Kredite bei anderer Bank,Moebel,4583,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,Buerge,2,unbekannt / kein Vermoegen,32,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,geschieden / getrennt
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1386,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,2,weiblich,keine,2,Immobilien,26,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
mehr als 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,947,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,38,Bank,kostenlos,1,Facharbeiter / Beamter,2,nein,2,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,684,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,Auto,40,keine,Miete,1,ungelernt / angestellt,2,nein,2,single
im Dispo,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,7476,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,1,unbekannt / kein Vermoegen,50,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1922,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,37,keine,Eigentum,1,ungelernt / angestellt,1,nein,2,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,2303,weniger als 100,laenger als 7 Jahre,4,maennlich,weiterer Kreditnehmer,1,unbekannt / kein Vermoegen,45,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,36,Bestehender Kredit wird puenktlich bedient,Neuwagen,8086,zwischen 100 und 500,laenger als 7 Jahre,2,maennlich,keine,4,Auto,42,keine,Eigentum,4,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,2346,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,3,Auto,35,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,14,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3973,weniger als 100,arbeitslos,1,maennlich,keine,4,unbekannt / kein Vermoegen,22,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,888,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,41,Bank,Eigentum,1,ungelernt / angestellt,2,nein,2,single
Kein Konto,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,10222,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,3,Auto,37,Laden,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,30,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,4221,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,1,Auto,28,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,18,Kritisches Konto / Kredite bei anderer Bank,Moebel,6361,weniger als 100,laenger als 7 Jahre,2,maennlich,keine,1,unbekannt / kein Vermoegen,41,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
mehr als 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1297,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,4,unbekannt / kein Vermoegen,23,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,900,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,23,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,verheiratet / verwitwet
Kein Konto,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2241,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,unbekannt / kein Vermoegen,50,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,6,Bestehender Kredit wird puenktlich bedient,Moebel,1050,weniger als 100,arbeitslos,4,maennlich,keine,1,Immobilien,35,Laden,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
mehr als 200 DM,6,Kritisches Konto / Kredite bei anderer Bank,Ausbildung,1047,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,4,Immobilien,50,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Anderes,6314,weniger als 100,arbeitslos,4,maennlich,weiterer Kreditnehmer,2,unbekannt / kein Vermoegen,27,Bank,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,30,keine Kredite/puenktliche Zahlung,Moebel,3496,ueber 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,34,Laden,Eigentum,1,Facharbeiter / Beamter,2,ja,1,single
Kein Konto,48,keine Kredite/puenktliche Zahlung,Geschaeft,3609,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,keine,1,unbekannt / kein Vermoegen,27,Laden,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,4843,weniger als 100,laenger als 7 Jahre,3,maennlich,weiterer Kreditnehmer,4,Immobilien,43,keine,Miete,2,Facharbeiter / Beamter,1,ja,2,single
mehr als 200 DM,30,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,3017,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Immobilien,47,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,4139,zwischen 100 und 500,zwischen 1 und 4 Jahren,3,maennlich,keine,3,Immobilien,27,keine,Eigentum,2,ungelernt / angestellt,1,ja,1,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,5742,zwischen 100 und 500,zwischen 4 und 7 Jahren,2,maennlich,keine,2,Auto,31,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,60,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,10366,weniger als 100,laenger als 7 Jahre,2,maennlich,keine,4,Immobilien,42,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,6,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2080,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,1,maennlich,keine,2,Auto,24,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,21,Bestehender Kredit wird puenktlich bedient,Geschaeft,2580,zwischen 500 und 1.000,weniger als 1 Jahr,4,maennlich,keine,2,unbekannt / kein Vermoegen,41,Bank,Eigentum,1,ungelernt / angestellt,2,nein,2,single
Kein Konto,30,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,4530,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,4,Auto,26,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Moebel,5150,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,33,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,72,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,5595,zwischen 100 und 500,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,24,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,verheiratet / verwitwet
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2384,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,64,Bank,Miete,1,ungelernt / angestellt,1,nein,1,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1453,weniger als 100,weniger als 1 Jahr,3,weiblich,keine,1,unbekannt / kein Vermoegen,26,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,1538,weniger als 100,weniger als 1 Jahr,1,weiblich,keine,2,unbekannt / kein Vermoegen,56,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2279,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,37,keine,kostenlos,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,15,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,1478,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,33,Bank,Eigentum,2,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,5103,weniger als 100,weniger als 1 Jahr,3,maennlich,keine,3,unbekannt / kein Vermoegen,47,keine,kostenlos,3,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
unter 200 DM,36,Bestehender Kredit wird puenktlich bedient,Geschaeft,9857,zwischen 100 und 500,zwischen 4 und 7 Jahren,1,maennlich,keine,3,Immobilien,31,keine,Eigentum,2,ungelernt / angestellt,2,ja,1,single
Kein Konto,60,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,6527,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,34,keine,kostenlos,1,Facharbeiter / Beamter,2,ja,1,single
mehr als 200 DM,10,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1347,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,2,Immobilien,27,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,36,Bestehender Kredit wird puenktlich bedient,Neuwagen,2862,zwischen 100 und 500,laenger als 7 Jahre,4,maennlich,keine,3,unbekannt / kein Vermoegen,30,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,1,single
